LGA Status,Program Name,Round,Recipient Name,Physical Address of Recipient - Suburb/Location,Physical Address of Recipient - Post Code,University Collaborator (if applicable),Other Partners/ Collaborators (if applicable),Investment/Project Title,Primary Location of Activity/Project - Suburb/Location,Primary Location of Activity/Project - Post Code,Multiple Locations of Activity/Project,Local Government Area (LGA),RAP Region (based on Project Location),State Electorate,Contractual Commitment ($ GST excl.),Approval Date,Approval Year,Indigenous_Related,Medical_Related
Cities,Industry Research Fellowships,AQ Industry Research Fellowships 2022 Round 5,Griffith University,Southport,4215,, VALD Limited,Applying sports-tech to prevent knee injuries in Queensland's female athletes -Matthew Bourne,Newstead,4006,"Griffith University, Gold Coast Campus, Southport 4222, QLD, Australia",Gold Coast (C),Brisbane and Redlands,Southport,240000,2022-12-15,2022,0,1
Cities,Industry Research Fellowships,AQ Industry Research Fellowships 2022 Round 5,The University of Queensland,St Lucia,4067,, Bradken Resources Pty Limited,Sustainable Sugarcane and Mining Industries– Innovative Alloys for Lower Emissions– Yahia Ali,St Lucia,4072,,Brisbane (C),Brisbane and Redlands,Maiwar,360000,2022-12-15,2022,0,0
Cities,Industry Research Fellowships,AQ Industry Research Fellowships 2022 Round 5,The University of Queensland,St Lucia,4067,," Australian Genome Research Facility Limited 
 Kokoniu Group Pty Ltd",A cloning technology to advance the Australian dates industry - Sundaravelpandian Kalaipandian,Gatton,4343,"33 Sleath Street, Toowong, QLD",Brisbane (C),Darling Downs,Maiwar,360000,2022-12-15,2022,0,0
Cities,Industry Research Fellowships,AQ Industry Research Fellowships 2022 Round 5,"The University of Queensland - St Lucia, QLD",St Lucia,4067,," Australian Research Council - Centre of Excellence in Synthetic Biology 
 Rio Tinto Services Limited",Synthetic biology for critical metals recovery from mine waste - Denys Villa-Gomez,St Lucia,4072,,Brisbane (C),Brisbane and Redlands,Maiwar,360000,2022-12-15,2022,0,0
Cities,Industry Research Fellowships,AQ Industry Research Fellowships 2022 Round 5,University of Southern Queensland,Springfield Central,4300,, Transurban Limited,AI-powered condition monitoring technology for safe-guarding Queensland’s tunnel infrastructure - Andy Nguyen,Springfield Central,4300,300 George Street Brisbane QLD 4000,Ipswich (C),Ipswich,Jordan,360000,2022-12-15,2022,0,0
Cities,Industry Research Fellowships,AQ Industry Research Fellowships 2022 Round 5,The University of Queensland,St Lucia,4072,, Sojitz Blue Pty Ltd,Enhanced carbon-capture in pigeonpea: an innovative approach for carbon sequestration- Linh Hoang,Brisbane City,4000,"Samford Valley (QUT Samford Ecological Research Facility); Gregory Crinum Mine (Sojitz Blue's minging rehabilitation site); Sojitz Blue Office, Level 27, Central Plaza One, 345 Queen Street, Brisbane QLD 4000",Brisbane (C),Brisbane and Redlands,McConnel,360000,2022-12-15,2022,0,0
Cities,Industry Research Fellowships,AQ Industry Research Fellowships 2022 Round 5,Queensland University of Technology,Brisbane City,4000,," Zero Industrials Pty Ltd 
 University of Queensland 
 Sugar Research Institute ATF SRI Operations Trust 
 Sugar Research Australia Limited 
 Mackay Sugar Limited 
 Deakin University",Abatement or sequestration - A preferred Queensland industry strategy - Kameron Dunn,Banyo,4014,"Mackay, St Lucia, Brisbane, Melbourne, Townsville, Toowoomba",Brisbane (C),Brisbane and Redlands,McConnel,360000,2022-12-15,2022,0,0
Regional Councils,Industry Research Fellowships,AQ Industry Research Fellowships 2022 Round 5,Central Queensland University,Norman Gardens,4701,, EleXsys Energy Pty Ltd T/A Planet Ark Power,Shaping Queensland’s Grid for Sustainable Growth of Renewables in Rural Communities-Umme Mumtahina,Norman Gardens,4701,"EleXsys Energy Pty Ltd, Brisbane, QLD 4051; Winton Shire Council, QLD 4735, Australia",Rockhampton (R),Central Queensland,Keppel,240000,2022-12-15,2022,0,0
Regional Councils,Industry Research Fellowships,AQ Industry Research Fellowships 2022 Round 5,The University of Queensland,St Lucia,4067,," FNC Plantations Pty Ltd 
 Department of Agriculture and Fisheries 
 Horticulture Innovation Australia Limited 
 Diversity Array Technology Pty Ltd 
 Australian Macadamia Society Limited 
 Rural Funds Management Ltd  Alloway Macadmia Pty Ltd",Integrating technologies for rapid domestication in macadamia - Mobashwer Alam,Coes Creek,4560,"Maryborough, Queensland; Rockhampton; Queensland, Alloway, Queensland; Pine Creek, Queensland; Bundaberg, Queensland",Sunshine Coast (R),Sunshine Coast,Nicklin,360000,2022-12-15,2022,0,0
Regional Councils,Industry Research Fellowships,AQ Industry Research Fellowships 2022 Round 5,University of Southern Queensland,Darling Heights (Toowoomba),4350,," Department of Transport and Main Roads, Maritime Safety Queensland 
 Wagners CFT Manufacturing Pty Ltd",Sustainable and flood-resilient composite aids to navigation structures - Hamid Ahmadi,Darling Heights,4350,Wellcamp QLD 4350 & Brisbane QLD 4000,Toowoomba (R),Darling Downs,Toowoomba South,240000,2022-12-15,2022,0,0
Cities,Industry Research Fellowships,AQ Industry Research Fellowships 2022 Round 5,Queensland University of Technology,Brisbane City,4000,, Orica Austraila Pty Ltd,AI-enabled Fragmentation and Ore Intelligence through Machine Vision - Osman Tursun,Windsor,4030,"2 George St, Brisbane City, 4000, QLD",Brisbane (C),Brisbane and Redlands,McConnel,240000,2022-12-15,2022,0,0
Cities,Industry Research Fellowships,AQ Industry Research Fellowships 2022 Round 5,The University of Queensland,St Lucia,4067,, Gnoof Holdings Pty Ltd T/A Logan Skin Clinic,Automated Electromagnetic Probe for Artificial Intelligence-Driven Skin Cancer Detection_Syed Naqvi,St Lucia,4072,"Unit 2/13-21 Mayes Ave, Logan Central QLD 4114",Brisbane (C),Brisbane and Redlands,Maiwar,240000,2022-12-15,2022,0,0
Cities,Industry Research Fellowships,AQ Industry Research Fellowships 2022 Round 5,The University of Queensland,St Lucia,4067,, Energy Storage Industries Asia Pacific Pty Ltd,Cost-effective iron-flow-battery for next-generation large-scale energy storage applications - Md Masud Rana,St Lucia,4072,"139b Latrobe Terrace, Paddington, Qld 4064",Brisbane (C),Brisbane and Redlands,Maiwar,240000,2022-12-15,2022,0,0
Cities,Industry Research Fellowships,AQ Industry Research Fellowships 2022 Round 5,The University of Queensland,St Lucia,4067,," Tradeco 
 Urban Utilities",Resilient and sustainable supply chain of water treatment chemicals - Min Zheng,St Lucia,4072,"Pinkenba, Brisbane, QLD",Brisbane (C),Brisbane and Redlands,Maiwar,240000,2022-12-15,2022,0,0
Cities,Industry Research Fellowships,AQ Industry Research Fellowships 2022 Round 5,The University of Queensland,St Lucia,4067,, Zeotech Limited,Tailor-made nanocomposite membranes for greenhouse gas capture – Gloria M. Monsalve-Bravo,St Lucia,4072,"Brisbane Technology Park, Suite 1.2, 7 Clunies Ross Court, Eight Mile Plains QLD",Brisbane (C),Brisbane and Redlands,Maiwar,240000,2022-12-15,2022,0,0
Cities,Regional Futures - Collaborative Projects,Collaborative Project Specials 2023,Cardihab Pty Ltd,Fortitude Valley,4006,,,Virtual Cardiac Rehabilitation for Queensland Regional and Remote Communities Program - Cardihab,Pimlico,4812,,Brisbane (C),Townsville,McConnel,77500,2022-12-21,2022,0,1
Cities,Regional Futures - Collaborative Projects,Collaborative Project Specials 2023,Mater Misericordiae Ltd,Newstead,4006,,,Virtual Cardiac Rehabilitation for Queensland Regional and Remote Communities Program - Mater,Pimlico,4812,,Brisbane (C),Townsville,McConnel,172500,2022-12-21,2022,0,1
Cities,Regional Futures - Events and Activations,Round 1,Sandra Lorrel Bungaree King,Camp Hill,4152,,,Black Bold and Beautiful First Nations Women's Luncheon 2023,South Brisbane,4101,,Brisbane (C),Brisbane and Redlands,Greenslopes,20000,2023-01-30,2023,1,0
Regional Councils,Regional Futures - Collaborative Projects,Collaborative Projects 2021,Mackay Canegrowers Ltd,Mackay,4740,," Mackay Area Productivity Services Limited 
 Sugar Research Australia",Adapting a spatial irrigation tool,Mackay,4740,,Mackay (R),Mackay-Whitsunday,Mackay,200000,2023-02-14,2023,0,0
Cities,Open Innovation Challenge,Round 1,Boeing Defence Australia Ltd,Brisbane City,4000,," Department of State Development, Infrastructure, Local Government and Planning",Space and Sustainability Pitch Event,Brisbane City,4000,,Brisbane (C),Brisbane and Redlands,McConnel,39600,2023-02-27,2023,0,0
Cities,Female Founders Program,Accelerating Female Founders Program - 2023 Round 1,Startup Onramp Pty Ltd,Ashgrove,4060,,,Startup Onramp Female Founders Program,Ashgrove,4060,,Brisbane (C),Brisbane and Redlands,Ferny Grove,96550,2023-05-12,2023,0,0
Cities,Female Founders Program,Accelerating Female Founders Program - 2023 Round 1,Advanced Robotics For Manufacturing Hub Ltd,Northgate,4103,,,Business and Technology Accelerator Roadmap Development Program for Female Founders,Northgate,4013,,Brisbane (C),Brisbane and Redlands,Nudgee,100000,2023-05-12,2023,0,0
Cities,Female Founders Program,Accelerating Female Founders Program - 2023 Round 1,Australian Computer Society Incorporated,Fortitude Valley,4006,,,Elevating Queensland Female Founders - Taking businesses to the next level of their growth journey.,Fortitude Valley,4006,,Brisbane (C),Brisbane and Redlands,McConnel,100000,2023-05-12,2023,0,0
Cities,Female Founders Program,Accelerating Female Founders Program - 2023 Round 1,Australian Sports Technologies Network Ltd,Newstead,4006,,,Change the Ratio: Bridging the Gender Gap in Sportstech,Fortitude Valley,4006,"Townsville, QLD",Brisbane (C),Brisbane and Redlands,McConnel,100000,2023-05-12,2023,0,0
Cities,Female Founders Program,Accelerating Female Founders Program - 2023 Round 1,Impact Boom Pty Ltd,Red Hill,4059,,,FFFWD Accelerator Program,South Brisbane,4101,South Brisbane and Online.,Brisbane (C),Brisbane and Redlands,Cooper,87590,2023-05-12,2023,0,0
Regional Councils,Female Founders Program,Accelerating Female Founders Program - 2023 Round 1,Central Queensland University,Norman Gardens,4701,,,Queensland Regional Impact Female Founders (QRIFF),Norman Gardens,4701,The project is to be delivered online to reach a broad regional Queensland cohort of female founders.,Rockhampton (R),Central Queensland,Keppel,36960,2023-05-12,2023,0,0
Regional Councils,Female Founders Program,Accelerating Female Founders Program - 2023 Round 1,Circulanation Ltd,Dingo Beach,4800,,,Boosting Business Innovation Masterclass,Cairns,4870,"Central Queensland, Mackay-Isaac-Whitsunday, North Queensland",Whitsunday (R),Far North Queensland,Whitsunday,36650,2023-05-12,2023,0,0
Regional Councils,Female Founders Program,Accelerating Female Founders Program - 2023 Round 1,Food and Agribusiness Network Limited,Chevallum,4555,,,Grow Coastal23+,Sunshine Coast,4555,"Sunshine Coast, Moreton Bay",Sunshine Coast (R),Sunshine Coast,Nicklin,90000,2023-05-12,2023,0,0
Regional Councils,Female Founders Program,Accelerating Female Founders Program - 2023 Round 1,Health Management Pty Ltd,Westcourt,4870,,,Launching TNQ Female Founders,Westcourt,4870,,Cairns (R),Far North Queensland,Cairns,100000,2023-05-12,2023,0,0
Regional Councils,Female Founders Program,Accelerating Female Founders Program - 2023 Round 1,University of Southern Queensland,Darling Heights (Toowoomba),4350,,,"Female Founders Fast-track: Elevating Queensland Rural, Regional and Remote Female Founders by Leveraging Artificial Intelligence (AI) and Innovative Growth  Strategies","Darling Heights, Toowoomba",4350,The first project component will be conducted in the following regional QLD locations: Cairns and Atherton,Toowoomba (R),Darling Downs,Toowoomba South,99944,2023-05-12,2023,0,0
Cities,Female Founders Program,Accelerating Female Founders Program - 2023 Round 1,Spacecubed Ventures Pty Ltd,Fortitude Valley,4006,,,She Codes Female Founder program,Fortitude Valley,4006,,Brisbane (C),Brisbane and Redlands,McConnel,80000,2023-05-12,2023,0,0
Cities,Private Sector Pathways Program,PSP - Qld Symphony Orchestra - Improving Regional and Schools Engagement - 2023,Imagine Realities,Cleveland,4163,,,QSO TuneUp,Cleveland,4163,"112 Seagull Avenue, Mermaid Beach, QLD 4218",Redland (C),Brisbane and Redlands,Oodgeroo,49000,2023-05-29,2023,0,0
Cities,Private Sector Pathways Program,PSP - Tourism - Young Tourism Leadership - 2023,Work Window Australia Pty Ltd,Brisbane City,4000,,,Work Window Virtual Reality Tourism and Hospitality,Brisbane City,4000,,Brisbane (C),Brisbane and Redlands,McConnel,50182,2023-06-20,2023,0,0
Regional Councils,Regional Futures - Events and Activations,,Busness Enterprise Centre Association Inc T/A Regional Business HQ,Bundaberg Central,4670,," Department of Agriculture and Fisheries 
 Trade and Investment Queensland",Agtech Showcase - Bundaberg - April 2023,Bargara,4670,,Bundaberg (R),Wide Bay,Burnett,10000,2023-06-30,2023,0,0
Regional Councils,Ignite Ideas Fund,AQ Ignite Ideas Fund 2022-23 Round 10,Leakster Operations Pty Ltd,Dicky Beach,4551,,,Commercialising remote AI leak detection for water utilities,Dicky Beach,4551,,Sunshine Coast (R),Sunshine Coast,Caloundra,100000,2023-07-14,2023,0,0
Regional Councils,Ignite Ideas Fund,AQ Ignite Ideas Fund 2022-23 Round 10,MotoDNA Technology Pty Ltd,Reeseville,4552,,,"Digital Motorcycle Academy - An Online, Data Driven Training Platform",Sippy Downs,4556,,Sunshine Coast (R),Sunshine Coast,Buderim,100000,2023-07-14,2023,0,0
Regional Councils,Ignite Ideas Fund,AQ Ignite Ideas Fund 2022-23 Round 10,Thermal Armour Pty Ltd,Rosenthal Heights,4370,,,Wearable warming device for preventing serious complications in surgery,Rosenthal Heights,4370,,Southern Downs (R),Darling Downs,Southern Downs,100000,2023-07-14,2023,0,0
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2022-23 Round 10,Access Intell Pty Ltd,Kenmore,4069,,,Access Monitor - Digital Platform for Trade Credit Risk Detection,Kenmore,4069,,Brisbane (C),Brisbane and Redlands,Moggill,199357,2023-07-14,2023,0,0
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2022-23 Round 10,Brio Group Pty Ltd,Fig Tree Pocket,4069,,,Meet Aandi Go to Market,Fig Tree Pocket,4069,,Brisbane (C),Brisbane and Redlands,Maiwar,23397,2023-07-14,2023,0,0
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2022-23 Round 10,Clover Hill Logistics Pty Ltd,Fortitude Valley,4006,,,"Commercialisation of zero emissions heavy vehicles starting in Queensland ""EcoHaul""",Fortitude Valley,4006,,Brisbane (C),Brisbane and Redlands,McConnel,99999,2023-07-14,2023,0,0
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2022-23 Round 10,ExtrasJar Pty Ltd,Brisbane City,4000,,,Self-insurance investment deposit to solve the insurance affordability crisis,Brisbane City,4000,,Brisbane (C),Brisbane and Redlands,McConnel,100000,2023-07-14,2023,0,0
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2022-23 Round 10,Goheadhunt Pty Ltd,Brisbane City,4000,,,Goheadhunt - Digital Marketplace for Headhunting,Brisbane City,4000,,Brisbane (C),Brisbane and Redlands,McConnel,140000,2023-07-14,2023,0,0
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2022-23 Round 10,Smart AI Connect Pty Ltd,Southport,4215,,,"Commercialisation of an AI governance, compliance assurance and management framework",Southport,4215,,Gold Coast (C),Gold Coast,Bonney,100000,2023-07-14,2023,0,0
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2022-23 Round 10,SNAPI Pty Ltd,South Brisbane,4101,,,AI-powered digital Meter Readers delivering Meter-Reading-as-a-Service,South Brisbane,4101,,Brisbane (C),Brisbane and Redlands,South Brisbane,100000,2023-07-14,2023,0,0
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2022-23 Round 10,Social Impact Group Pty Ltd,Southport,4215,,,AI Fundraising & Marketing Assistant,Southport,4215,,Gold Coast (C),Gold Coast,Bonney,198500,2023-07-14,2023,0,0
Cities,Ignite Ideas Fund,AQ Ignite Ideas Fund 2022-23 Round 10,Veterinarians for Climate Action Ltd,Augustine Heights,4300,,,Digital Toolkit to half emissions across the animal health sector,Augustine Heights,4300,,Ipswich (C),Ipswich,Jordan,100000,2023-07-14,2023,0,0
Cities,Female Founders Program,Female Founders Co-Investment Fund - 2023 Round 1,Annuo Medical Technology Solutions Pty Ltd,Chapel Hill,4069,,,Seed round 2023,Chapel Hill,4069,,Brisbane (C),Brisbane and Redlands,Moggill,86666,2023-08-10,2023,0,1
Cities,Open Innovation Challenge,Round 1,Queensland XR Hub Pty Ltd,Fortitude Valley,4006,,,Two year funding for operational costs and to deliver key activities to support and develop the immersive technology sector in Queensland,Fortitude Valley,4006,,Brisbane (C),Brisbane and Redlands,McConnel,945000,2023-08-11,2023,0,0
Cities,Female Founders Program,Female Founders Co-Investment Fund - 2023 Round 1,Stripped Supply Pty Ltd,Coorparoo,4151,,,Stripped Supply Pre-Seed Raise 2023,Coorparoo,4151,,Brisbane (C),Brisbane and Redlands,Greenslopes,116000,2023-09-08,2023,0,0
Cities,Industry Research Fellowships,AQ Industry Research Fellowships 2023 Round 6,The University of Queensland,St Lucia,4067,, Cook Medical Australia Pty Ltd,AI-based automated inspection system for custom-made endografts - Yuan Wang,Eight Mile Plains,4113,"St Lucia, Queensland",Brisbane (C),Brisbane and Redlands,Maiwar,240000,2023-10-31,2023,0,1
Cities,Industry Research Fellowships,AQ Industry Research Fellowships 2023 Round 6,The University of Queensland,St Lucia,4067,," Meat and Livestock Australia 
 ACE Laboratory Services 
 Tréidlia Biovet 
 Department of Agriculture and Fisheries (DAF) 
 SCOLEXIA PTY. LTD.",Supporting more effective disease control in Queensland’s livestock industries - Lida Omaleki,Dutton Park,4102,,Brisbane (C),Brisbane and Redlands,Maiwar,360000,2023-10-31,2023,0,0
Cities,Industry Research Fellowships,AQ Industry Research Fellowships 2023 Round 6,The University of Queensland,St Lucia,4067,," Rio Tinto Aluminium 
 Stanwell Corporation Limited 
 Elexon Mining Pty Ltd",Al-driven holistic monitoring and management of mine waste and tailings- Chenming Zhang,St Lucia,4072,"6/253 Leitchs Rd, Brendale QLD 4500",Brisbane (C),Brisbane and Redlands,Maiwar,360000,2023-10-31,2023,0,0
Regional Councils,Industry Research Fellowships,AQ Industry Research Fellowships 2023 Round 6,Central Queensland University,Norman Gardens,4701,, Aurizon Operations Limited,Energy efficient rail vehicle design and digital rating system - Qing Wu,Norman Gardens,4701,"Aurizon Rockhampton Office: 320 Murray St, Depot Hill QLD 4700; Aurizon Brisbane Office: 900 Ann, St, Fortitude Valley QLD 4006.",Rockhampton (R),Central Queensland,Keppel,360000,2023-10-31,2023,0,0
Regional Councils,Industry Research Fellowships,AQ Industry Research Fellowships 2023 Round 6,University of Southern Queensland,Darling Heights (Toowoomba),4350,," Townsville City Council 
 Department of Transport and Main Roads",Repurposing Landfill Wastes for Sustainable and Flood Resilient Roads,Toowoomba City,4350,"TMR. Tingira Street, Bulwer Island, Queensland, UniSQ, Sinnathamby Blvd, Springfield, Queensland",Toowoomba (R),Darling Downs,Toowoomba South,240000,2023-10-31,2023,0,0
Cities,Industry Research Fellowships,AQ Industry Research Fellowships 2023 Round 6,Griffith University,Nathan,4111,," Local Government Association Queensland 
 Department of Environment and Science 
 City of Gold Coast",Improving Coastal Erosion Assessment to Support Local Government Operations–Guilherme Vieira da Silva,Southport,4215,"Nerang, QLD",Brisbane (C),Gold Coast,Toohey,360000,2023-10-31,2023,0,0
Cities,Industry Research Fellowships,AQ Industry Research Fellowships 2023 Round 6,Queensland University of Technology,Kelvin Grove,4059,, Stryker European Operations Ltd,Novel in-silico musculoskeletal simulation tool for shoulder joint surgery - Maxence Lavaill,Herston,4006,"Queensland University of Technology, Gardens Point campus, 2 George Street, Brisbane City, QLD 4000",Brisbane (C),Brisbane and Redlands,McConnel,160000,2023-10-31,2023,0,0
Cities,Industry Research Fellowships,AQ Industry Research Fellowships 2023 Round 6,The University of Queensland,St Lucia,4067,," EQ Resources Limited (EQR) 
 Geological Survey of Queensland (GSQ), Department of Resources",Geochronologic mapping towards net-zero: potentials of Queensland’s critical minerals - Renjie Zhou,St Lucia,4072,Mount Carbine QLD 4871,Brisbane (C),Brisbane and Redlands,Maiwar,360000,2023-10-31,2023,0,0
Cities,Industry Research Fellowships,AQ Industry Research Fellowships 2023 Round 6,Griffith University,Nathan,4111,," Murat Enterprises 
 Howe Farming Enterprises Pty Ltd 
 VLAI Company Pty Ltd t/a Coffee Mentality 
 Zest Speciality Coffee Roasters",Invigorating the coffee industry in Tropical North Queensland- Fawad Ali,Nathan,4111,"Mareeba, QLD",Brisbane (C),Brisbane and Redlands,Toohey,240000,2023-10-31,2023,0,0
Cities,Industry Research Fellowships,AQ Industry Research Fellowships 2023 Round 6,The University of Queensland,St Lucia,4067,, Rio Tinto Services Limited,Developing microbial nitrogen supply biotechnology for Queensland mined land rehabilitation- Fang You,St Lucia,4067,"Lorim Point, Weipa, QLD, 4874.",Brisbane (C),Brisbane and Redlands,Maiwar,360000,2023-10-31,2023,0,0
Cities,Industry Research Fellowships,AQ Industry Research Fellowships 2023 Round 6,The University of Queensland,St Lucia,4067,, GLENCORE TECHNOLOGY PTY LIMITED,Critical metal recovery from Queensland mine tailings - Ummul Khair Sultana,Indooroopilly,4068,"Mount Isa copper mine site, The Ernest Henry mine site",Brisbane (C),Brisbane and Redlands,Maiwar,240000,2023-10-31,2023,0,0
Cities,Industry Research Fellowships,AQ Industry Research Fellowships 2023 Round 6,The University of Queensland,St Lucia,4067,, Graphene Manufacturing Group,Enabling aluminium-ion battery manufacturing via separator innovation - Yueqi Kong,St Lucia,4067,"5/848 Boundary Rd, Richlands, QLD, 4077, Australia",Brisbane (C),Brisbane and Redlands,Maiwar,240000,2023-10-31,2023,0,0
Cities,Industry Research Fellowships,AQ Industry Research Fellowships 2023 Round 6,The University of Queensland,St Lucia,4067,, EM Solutions,Next-Gen Reconfigurable Antenna System for Broadband Vehicular SatCom - Dr Kamel Sultan,St Lucia,4072,"55 Curzon Street, Tennyson, QLD 4105 AUSTRALIA",Brisbane (C),Brisbane and Redlands,Maiwar,240000,2023-10-31,2023,0,0
Cities,Industry Research Fellowships,AQ Industry Research Fellowships 2023 Round 6,The University of Queensland,St Lucia,4067,, AdvanCell Isotopes,Targeted Alpha Therapies and immunological responses: Next-generation cancer treatments – Nicholas Fletcher,St Lucia,4067,"Pullenvale, Queensland, 4069. Herston, Queensland, 4029.",Brisbane (C),Brisbane and Redlands,Maiwar,360000,2023-10-31,2023,0,0
Cities,Ignite+,Pilot - Ignite+ Spark Cohort 1,Startup OnRamp,Ashgrove,4060,,,Ignite+ Spark,Ashgrove,4060,Multiple Locations of Activity/Project,Brisbane (C),Brisbane and Redlands,Cooper,148475,2023-12-19,2023,0,0
